 ,Subject,Content,Problem
232407,Artifactory mvn- paths-thirdparty,Buenos dias Solamente un comentario. Necesitariamos tambien un repositorio maven para librerias de terceros que no estan mavenizadas y que ahora mismo tenemos en el rdParty del Nexus de Paths. Es decir necesitariamos tambien un repositorio mvn- paths-thirdparty Un saludo Romano. De MIGUEL GARCIA LONGARON miguel.garcialongarontelefonica.com Enviado jueves de agosto de Para epgtid.es Cc GONZALO FERNANDEZ RODRIGUEZ Romano Piccio-Marchetti Prado Miguel Villacorta Javier Fernandez Ramos Pedro Gomez Ochoa Asunto Uso de Artifactory para artefactos paths. Hola Borja Como comentamos el lunes tenemos interes en llevar los artefactos de paths al Artifactory de EPG sobre todo para no tener acceso a estos artefactos desde DCIP y en general uniformizar lo mas posible las herramientas utilizadas en CDO. Necesitamos repositorios. Para que te hagas una idea del volumen de informacion que manejamos creo que poco tenemos estos repositorios en nuestro Nessus Â� Gemas Ruby M Â� Snapshots Maven M Â� Releases Maven M Â� NuGet .NET M De todas estas cosas lo que mas me urge es subir las gemas Ruby para poder acceder a ellas desde DCIP y las de Maven tambien las iremos subiendo poco a poco entonces de momento podemos crear tres repos Â� Gemas en gem- paths Â� Maven o mvn- paths-snapshots o mvn- paths-releases Saludos Miguel Este mensaje y sus adjuntos se dirigen exclusivamente a su destinatario puede contener informacion privilegiada o confidencial y es para uso exclusivo de la persona o entidad de destino. Si no es usted. el destinatario indicado queda notificado de que la lectura utilizacion divulgacion y o copia sin autorizacion puede estar prohibida en virtud de la legislacion vigente. Si ha recibido este mensaje por error le rogamos que nos lo comunique inmediatamente por esta misma via y proceda a su destruccion. The information contained in this transmission is privileged and confidential information intended only for the use of the individual or entity named above. If the reader of this message is not the intended recipient you are hereby notified that any dissemination distribution or copying of this communication is strictly prohibited. If you have received this transmission in error do not read it. Please immediately reply to the sender that you have received this communication in error and then delete it. Esta mensagem e seus anexos se dirigem exclusivamente ao seu destinatario pode conter informaÃ�Ã�o privilegiada ou confidencial e e para uso exclusivo da pessoa ou entidade de destino. Se nÃ�o e vossa senhoria o destinatario indicado fica notificado de que a leitura utilizaÃ�Ã�o divulgaÃ�Ã�o e ou copia sem autorizaÃ�Ã�o pode estar proibida em virtude da legislaÃ�Ã�o vigente. Se recebeu esta mensagem por erro rogamos-lhe que nos o comunique imediatamente por esta mesma via e proceda a sua destruiÃ�Ã�o,
232405,Artifactory para artefactos paths.,Hola Borja Como comentamos el lunes tenemos interes en llevar los artefactos de paths al Artifactory de EPG sobre todo para no tener acceso a estos artefactos desde DCIP y en general uniformizar lo mas posible las herramientas utilizadas en CDO. Necesitamos repositorios. Para que te hagas una idea del volumen de informacion que manejamos creo que poco tenemos estos repositorios en nuestro Nessus Â� Gemas Ruby M Â� Snapshots Maven M Â� Releases Maven M Â� NuGet .NET M De todas estas cosas lo que mas me urge es subir las gemas Ruby para poder acceder a ellas desde DCIP y las de Maven tambien las iremos subiendo poco a poco entonces de momento podemos crear tres repos Â� Gemas en gem- paths Â� Maven o mvn- paths-snapshots o mvn- paths-releases Saludos Miguel,
232399,Re Solicitud licencias GitHub para migracion de proyectos,Hola de nuevo Comento los usuarios que hemos dado de alta con Borja alguno mas de los que se solicitaban en el correo original y en que equipos se han añadido Â� Antonio Juan Querol o Usuario https github.com anquegi o Teams paths license security portals Â� Manuel Bustillo o Usuario https github.com bustikiller o Teams paths license security portals Â� Javier Fernandez o Usuario https github.com jframos o Teams paths license security portals Â� Julio Jose Garcia Perez o Usuario https github.com juliojgarciaperez o Teams paths license security portals Â� Gonzalo Gomez Heredia o Usuario https github.com anquegi o Teams paths license security portals Â� Miguel Villacorta o Usuario https github.com https github.com anquegi spairbierzo o Teams paths license paths como maintainer Â� Romano Piccio- Marchetti o Usuario https github.com rpiccio o Teams paths license paths como maintainer security portals como maintainer Romano cuando aceptes la invitacion ve a https github.com orgs Telefonica people busca tu perfil y ponlo como Public Saludos Miguel De GONZALO FERNANDEZ RODRIGUEZ gonzalo.fernandezrodrigueztelefonica.com Fecha viernes de agosto de Para epgtid.es epgtid.es CC Romano Piccio-Marchetti Prado romano.picciomarchetti paths.com Miguel Garcia Longaron miguel.garcialongaron paths.com Miguel Villacorta miguel.villacorta paths.com Pedro Gomez Ochoa pedro.gomez paths.com Asunto Solicitud licencias GitHub para migracion de proyectos Hola Hace poco os envie un correo solicitando la asignacion de licencias a personas de Mobile Connect para la migracion a GitHub. El otro dia os pase una solped a mi nombre con licencias creo que las identificamos como CTO- Paths o algo asi. En este caso vamos a migrar otros proyectos de ciberseguridad y me gustaria que por favor asignaseis licencias a las siguientes personas son todas de Telefonica Digital excepto Miguel Garcia Longaron que es de Telefonica I D y por tanto no consumiria licencia de la bolsa que hemos comprado. Miguel Garcia Longaron miguel.garcialongarontelefonica.com mailto miguel.garcialongarontelefonica.com -- Telefonica I D Manuel Bustillo manuel.bustilloalonsotelefonica.com mailto manuel.bustilloalonsotelefonica.com Javier Fernandez javier.fernandezramostelefonica.com mailto javier.fernandezramostelefonica.com Julio Jose Garcia Perez julio.garciapereztelefonica.com mailto julio.garciapereztelefonica.com Romano Piccio-Marchetti Prado rpicciogmail.com mailto rpicciogmail.com Miguel Villacorta miguel.villacortatelefonica.com. Seria ideal si tuvierais un rato tambien para comentar con Romano Miguel Garcia Miguel Villacorta y Pedro este ya tiene licencia las convenciones que teneis para crear teams etc.. Un saludo Gonza. Este mensaje y sus adjuntos se dirigen exclusivamente a su destinatario puede contener informacion privilegiada o confidencial y es para uso exclusivo de la persona o entidad de destino. Si no es usted. el destinatario indicado queda notificado de que la lectura utilizacion divulgacion y o copia sin autorizacion puede estar prohibida en virtud de la legislacion vigente. Si ha recibido este mensaje por error le rogamos que nos lo comunique inmediatamente por esta misma via y proceda a su destruccion. The information contained in this transmission is privileged and confidential information intended only for the use of the individual or entity named above. If the reader of this message is not the intended recipient you are hereby notified that any dissemination distribution or copying of this communication is strictly prohibited. If you have received this transmission in error do not read,
232398,GitHub Haz pública tu membresía a Telefonica,,
232397,GitHub Haz pública tu membresía a Telefonica,,
232396,GitHub Haz pública tu membresía a Telefonica,,
232395,GitHub Haz pública tu membresía a Telefonica,,
232394,GitHub Haz pública tu membresía a Telefonica,,
232393,GitHub Haz pública tu membresía a Telefonica,,
232392,JIRA - Añadir custom field,Buenas Por favor podriais añadir al proyecto STV https jirapdi.tid.es secure ManageOptions.jspaprojectKey STV los dos custom fields que aparecen en el proyecto TVAPPs https jirapdi.tid.es secure ManageOptions.jspaprojectKey TVAPPS Fixed in Build - Video Found in Build - Video Thx. Un saludo,Otros
232390,JIRA Nuevo proyecto VIVOOBSYS,Hola Necesitaria un nuevo proyecto en JIRA cuando sea posible Nombre VIVO OB Systems Project Key VIVOOBSYS Intente hacerlo yo pero me dio un error cid image .jpg D CC .CE EB Gracias de antemano. Un saludo Cristina,Otros
232388,GitHub Haz pública tu membresía a Telefonica,,
232387,GitHub Haz pública tu membresía a Telefonica,,
232385,Problema en acceso a Openstack EPG para usuario colaborador,Hola Me comenta Javier Sanz Usuario TID jsb que no puede hacer login sobre el OpenStack EPG para el Project Un saludo David David Perales Ferrera Development Lead Manager Global Cloud Services Telefonica Business Solutions M david.peralesferreratelefonica.com mailto david.peralesferreratelefonica.com Distrito Telefonica Oeste building th floor Ronda de la Comunicacion s n Madrid Spain,add-users-to-tenant-kilo
232383,RE EPG Official Notifier Report,Buenos dias Podeis poneros en contacto conmigo cuando os venga bien para crear las cuentas indicadas en correo adjunto. Saludos Miguel De epgtid.es mailto epgtid.es Enviado el jueves de agosto de Para MIGUEL GOMEZ RODRIGUEZ miguel.gomezrodrigueztelefonica.com Asunto EPG Official Notifier Report EPG Buenos dias Conforme a la politica de seguridad de Telefonica I D que puedes consultar en la wiki https telefonicacorp.sharepoint.com sites ColaboraTID infosecurity Pages Home.aspx todos los servidores en el entorno de desarrollo de I D tienen que tener una cuenta epg con permisos de administracion. Hemos detectado que tu servidor tus servidores no cumple este requisito JTECH JTECH JTECH Para crear y configurar la cuenta epg puedes contactar con nosotros contestando a este correo epgtid.es mailto epgtid.es y realizaremos todos los cambios necesarios necesitariamos tu participacion para conectarnos como root. El proposito de la cuenta es permitir al equipo de EPG hacer comprobaciones de seguridad y de ser necesario actuar sobre un sistema que no este actualizado en un plazo fijado asi como el reaccionar ante una situacion de emergencia que requiera una respuesta rapida. Como responsable de tu maquina conservas todo el control y la obligacion de aplicar las actualizaciones de seguridad dentro de un plazo desde la publicacion de la vulnerabilidad. Podras asi evaluar el impacto y en caso de necesitar reiniciar programar la parada y hacerla de forma controlada. Pasado el plazo si que se podra forzar sin previo aviso una actualizacion y su correspondiente reinicio en horario salvo causas de fuerza mayor de a . En la politica de seguridad tienes informacion mas detallada. Ante cualquier duda o problema no dudes en consultar con nosotros enviando un correo a epgtid.es mailto epgtid.es Un saludo el equipo de EPG,Otros
232379,Fwd EPG Official Notifier Report,Hi Epg What do I need to do to create an EPG account for you â Yan Grunenberger Research Scientist Customer Centric Network Innovation Telefonica yan.grunenbergertelefonica.com mailto yan.grunenbergertelefonica.com Debut du message reexpedie De epgtid.es mailto epgtid.es Objet EPG Official Notifier Report Date aoÃ�t Ã� UTC Ã yan.grunenbergertelefonica.com mailto yan.grunenbergertelefonica.com EPG Buenos dias Conforme a la politica de seguridad de Telefonica I D que puedes consultar en la wiki https telefonicacorp.sharepoint.com sites ColaboraTID infosecurity Pages Home.aspx todos los servidores en el entorno de desarrollo de I D tienen que tener una cuenta epg con permisos de administracion. Hemos detectado que tu servidor tus servidores no cumple este requisito dev-ccni-corenet- dev-ccni-corenet- Para crear y configurar la cuenta epg puedes contactar con nosotros contestando a este correo epgtid.es mailto epgtid.es y realizaremos todos los cambios necesarios necesitariamos tu participacion para conectarnos como root. El proposito de la cuenta es permitir al equipo de EPG hacer comprobaciones de seguridad y de ser necesario actuar sobre un sistema que no este actualizado en un plazo fijado asi como el reaccionar ante una situacion de emergencia que requiera una respuesta rapida. Como responsable de tu maquina conservas todo el control y la obligacion de aplicar las actualizaciones de seguridad dentro de un plazo desde la publicacion de la vulnerabilidad. Podras asi evaluar el impacto y en caso de necesitar reiniciar programar la parada y hacerla de forma controlada. Pasado el plazo si que se podra forzar sin previo aviso una actualizacion y su correspondiente reinicio en horario salvo causas de fuerza mayor de a . En la politica de seguridad tienes informacion mas detallada. Ante cualquier duda o problema no dudes en consultar con nosotros enviando un correo a epgtid.es mailto epgtid.es Un saludo el equipo de EPG,Otros
232367,DCIP acceso a github.com,Hola parece que me ha dejado de funcionar la autenticacion al GitHub desde las maquinas de DCIP al bajarme el repositorio desde los jobs de jenkins. https dcip.hi.inet job m m-qa job component view general job update repos https dcip.hi.inet job m m-qa job component view general job update repos Podeis ayudarme gracias Abraham.,unsuspend
